 1.00000000e+01 3.76073304e+03
 1.20000000e+01 3.32222665e+03
 1.44000000e+01 2.93485068e+03
 1.73000000e+01 2.59060473e+03
 2.07000000e+01 2.29304549e+03
 2.49000000e+01 2.02235293e+03
 2.99000000e+01 1.78573124e+03
 3.58000000e+01 1.57990891e+03
 4.30000000e+01 1.39480648e+03
 5.16000000e+01 1.23217022e+03
 6.19000000e+01 1.08873670e+03
 7.43000000e+01 9.61612526e+02
 8.92000000e+01 8.49228194e+02
 1.07000000e+02 7.50397773e+02
 1.28000000e+02 6.64308372e+02
 1.54000000e+02 5.85812204e+02
 1.85000000e+02 5.17125233e+02
 2.22000000e+02 4.56827755e+02
 2.66000000e+02 4.03973607e+02
 3.19000000e+02 3.57021887e+02
 3.83000000e+02 3.15280666e+02
 4.60000000e+02 2.78353816e+02
 5.52000000e+02 2.45897397e+02
 6.62000000e+02 2.17314684e+02
 7.95000000e+02 1.91876973e+02
 9.54000000e+02 1.69503867e+02
 1.14000000e+03 1.50167934e+02
 1.37000000e+03 1.32526436e+02
 1.65000000e+03 1.16784021e+02
 1.98000000e+03 1.03166851e+02
 2.37000000e+03 9.12942930e+01
 2.85000000e+03 8.05337645e+01
 3.42000000e+03 7.11434223e+01
 4.10000000e+03 6.28896941e+01
 4.92000000e+03 5.55566736e+01
 5.91000000e+03 4.90448057e+01
 7.09000000e+03 4.33344277e+01
 8.51000000e+03 3.82754587e+01
 1.02000000e+04 3.38395351e+01
 1.22000000e+04 2.99604147e+01
 1.47000000e+04 2.63934837e+01
 1.76000000e+04 2.33519897e+01
 2.12000000e+04 2.05761501e+01
 2.54000000e+04 1.81964043e+01
 3.05000000e+04 1.60675113e+01
 3.66000000e+04 1.41940185e+01
 4.39000000e+04 1.25428616e+01
 5.27000000e+04 1.10774880e+01
 6.32000000e+04 9.79004959e+00
 7.58000000e+04 8.65162019e+00
 9.10000000e+04 7.64054536e+00
 1.09000000e+05 6.75806690e+00
 1.31000000e+05 5.96386802e+00
 1.57000000e+05 5.27303606e+00
 1.89000000e+05 4.64813227e+00
 2.26000000e+05 4.11603223e+00
 2.72000000e+05 3.62882187e+00
 3.26000000e+05 3.20837067e+00
 3.91000000e+05 2.83525621e+00
 4.70000000e+05 2.50176183e+00
 5.63000000e+05 2.21272171e+00
 6.76000000e+05 1.95392888e+00
 8.11000000e+05 1.72638766e+00
 9.74000000e+05 1.52423670e+00
 1.17000000e+06 1.34556945e+00
 1.40000000e+06 1.19098267e+00
 1.68000000e+06 1.05211253e+00
 2.02000000e+06 9.28182923e-01
 2.42000000e+06 8.20876941e-01
 2.91000000e+06 7.24144560e-01
 3.49000000e+06 6.19205128e-01
 4.19000000e+06 5.10132077e-01
 5.02000000e+06 4.21195339e-01
 6.03000000e+06 3.46811225e-01
 7.23000000e+06 2.86116499e-01
 8.68000000e+06 2.35721170e-01
 1.04000000e+07 1.94614035e-01
 1.25000000e+07 1.60141865e-01
 1.50000000e+07 1.31999645e-01
 1.80000000e+07 1.08802943e-01
 2.16000000e+07 8.96826682e-02
 2.59000000e+07 7.39829675e-02
 3.11000000e+07 6.09401452e-02
 3.73000000e+07 5.02594967e-02
 4.48000000e+07 4.13880345e-02
 5.38000000e+07 3.40879029e-02
 6.45000000e+07 2.81252376e-02
 7.74000000e+07 2.31827034e-02
 9.29000000e+07 1.91043753e-02
 1.11000000e+08 1.58192955e-02
